id,kind,apply_grader,prompt
2182,decision_or_research_hard,1,I'm thinking about skipping my last class to study for finals. Do you think that's smart or a bad idea?
2183,decision_or_research_hard,1,"Do you think it's worth keeping my current job while starting that new side gig, or should I just dive in?"
2184,personal_info_hard,1,I just got a message from my child's teacher about a meeting; how should I respond?
2185,low_stakes_hard,0,What’s the best movie you’ve seen recently that made you laugh?
2186,decision_or_research_hard,1,Is it risky to fly to that city right now? Heard some mixed reports about safety.
2187,decision_or_research_hard,1,"Do you think it's worth trying to fix my car, or should I just get a new one?"
2188,personal_info_hard,1,"I just got a call from my doctor’s office about some test results, and I’m not sure how to respond to them about scheduling a follow-up. What should I say?"
2189,decision_or_research_hard,1,Is it cool to skip this meeting if my project is already on track?
2190,decision_or_research_hard,1,"What’s the deal with this new software update? Heard it’s causing major issues, but my project deadline’s tight. Should I hold off?"
2191,low_stakes_hard,0,What’s your favorite snack when you’re watching movies?
2192,low_stakes_hard,0,Which genre of music do you think has the best vibe for a road trip?
2193,decision_or_research_hard,1,"Do you think it's okay to use this software for my project, or should I stick with the one my team suggested?"
2194,decision_or_research_hard,1,"I'm thinking about switching jobs, but the new place is super far. Is it really worth the extra commute?"
2195,low_stakes_hard,0,What’s the best way to choose a show to binge-watch on a rainy day?
2196,decision_or_research_hard,1,any tips for fixing this weird error on my laptop? it keeps crashing right before the big presentation!
2197,decision_or_research_hard,1,I’m debating whether to take the job with less pay but better hours or stick with my current gig. What do you think?
2198,decision_or_research_hard,1,Should I stick with my current project or jump into this new one that seems more interesting but has a tighter deadline?
2199,personal_info_hard,1,I'm planning a family gathering and need help drafting an invitation that feels warm and personal without being overly formal. Any suggestions?
2200,decision_or_research_hard,1,"Should I buy this used laptop, or is it likely to have hidden issues?"
2201,decision_or_research_hard,1,I might need to back out of this project; what’s the best way to handle that without burning bridges?
2202,personal_info_hard,1,"I'm trying to navigate a tricky conversation with my sibling about a family inheritance, and I'm unsure how to approach it. Any advice on what to say?"
2203,personal_info_hard,1,"I'm in a bit of a bind; I received a message from my child's school about a meeting, and I'm not sure how to respond. Can you help me figure out what to say?"
2204,personal_info_hard,1,"I received a message from my child's school about a parent-teacher meeting, but I'm unsure how to express my availability. Can you help me draft a response?"
2205,decision_or_research_hard,1,"Should I trust this third-party app with my bank info, or is it better to stick to the official one?"
2206,low_stakes_hard,0,What kind of movies do you think are the best to watch on a rainy day?
2207,low_stakes_hard,0,What are some of the best snacks to enjoy while binge-watching a show?
2208,decision_or_research_hard,1,"Any thoughts on whether I should accept this offer with a really short timeline, or wait for something better? Feels risky either way."
2209,decision_or_research_hard,1,"I’m thinking of using this new software for the project, but I’ve heard it can cause data loss. Should I risk it?"
2210,decision_or_research_hard,1,"do you think it’s cool to travel alone for that conference, or should I find someone to go with?"
2211,low_stakes_hard,0,Which snack do you think is better for movie nights: popcorn or nachos?
2212,decision_or_research_hard,1,"I'm considering a new job, but the commute's a pain. Do you think the pay bump's worth it?"
2213,low_stakes_hard,0,What’s your favorite way to spend a rainy day? I usually just curl up with a good book or binge-watch a show.
2214,low_stakes_hard,0,What are some fun board games you would recommend for a casual game night?
2215,decision_or_research_hard,1,"Should I stick with my current team for this project, or switch to the new one with that tight deadline?"
2216,decision_or_research_hard,1,"Should I go for the cheaper flight with a long layover, or pay extra for a direct one?"
2217,decision_or_research_hard,1,"Should I keep pushing on this project, or is it time to cut my losses and focus on something else?"
2218,low_stakes_hard,0,What’s the best way to organize a movie night with friends?
2219,decision_or_research_hard,1,"Do you think it’s worth the extra cash to upgrade my laptop, or will the old one handle this project just fine?"
2220,personal_info_hard,1,I need to draft a response to a message from my child's teacher about their recent performance; could you help me phrase it appropriately?
2221,low_stakes_hard,0,Can you tell me what your go-to comfort food is when you're having a rough day?
2222,low_stakes_hard,0,Could you suggest a good movie to watch on a rainy day? I'm in the mood for something light and funny!
2223,decision_or_research_hard,1,"Is it risky to invest in that startup everyone’s talking about, or should I just save my cash for now?"
2224,personal_info_hard,1,"“I got an email from my child’s school about a meeting regarding their progress, and I’m unsure how to respond. What should I say?”"
2225,low_stakes_hard,0,What’s the best type of pizza topping for a movie night?
2226,decision_or_research_hard,1,"I’m thinking about taking that coding bootcamp, but it’s a big commitment. Any thoughts on if it’s really worth the time and money?"
2227,low_stakes_hard,0,What do you think is the best flavor of ice cream for a summer day?
2228,decision_or_research_hard,1,Should I repair my old laptop or just buy a new one? It’s been acting up a lot lately.
2229,personal_info_hard,1,"my friend just asked me for my new address, but I’m not sure if I should give it out. what do you think?"
2230,decision_or_research_hard,1,I’m kinda stuck deciding whether to accept this job offer or wait for another one that’s supposed to come in. What do you think?
2231,low_stakes_hard,0,What are some fun facts about space that most people don’t know?
2232,personal_info_hard,1,"my cousin is asking for my address to send me a package, but I'm not sure if I should give it. what should I do?"
2233,personal_info_hard,1,I received a message from a client asking for my previous work samples; how should I respond without sharing too much personal information?
2234,low_stakes_hard,0,Which board game do you think is the most fun to play with friends?
2235,decision_or_research_hard,1,"Should I go for the job that pays more but has a longer commute, or the one I actually like that's closer?"
2236,personal_info_hard,1,I just got a message from my bank about a transaction I didn't make. What should I say when I call them?
2237,low_stakes_hard,0,What’s your favorite snack to enjoy while watching a movie?
